id,type,publication,publisher,publication_date,database,title,url,abstract,query_name,query_value
10.1016/j.comnet.2021.108157,Journal,Computer Networks,scopus,2021-08-04,sciencedirect,"A genetic algorithm approach for service function chain placement in 5G and beyond, virtualized edge networks",https://api.elsevier.com/content/abstract/scopus_id/85106478878,"Network Function Virtualization (NFV) is already considered as a structural enabler of today’s networking technology and particularly the 5th Generation of Broadband and Cellular Networks (5G). NFV provides the means to flexibly and dynamically manage and allocate resources, without being restricted to the hardware limitations of the network/cloud infrastructure. Resource orchestration for specific 5G vertical industries and use case families, such as Industry 4.0 and Industrial Internet of Things (IIoT), often introduce very strict requirements in terms of network performance. In such a dynamic environment, the challenge is to efficiently place directed graphs of Virtual Network Functions (VNFs), named as SFCs (Service Function Chains), to the underlying network topology and to dynamically allocate the required resources. To this end, this work presents a novel framework, which makes use of a delay and location aware Genetic Algorithm (GA)-based approach, in order to perform optimized sequential SFC placement. Evaluation results clearly demonstrate the effectiveness of the proposed framework in terms of producing solutions that approximate well the global optimal, as well as achieving low execution time due to the employed GA-based approach and the incorporation of an early stopping criterion. The performance benefits of the proposed framework are evaluated in the context of an extensive set of simulation-based scenarios, under diverse network configurations and scales.",augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
10.1016/j.jnca.2020.102785,Journal,Journal of Network and Computer Applications,scopus,2020-11-15,sciencedirect,Scalable edge cloud platforms for IoT services,https://api.elsevier.com/content/abstract/scopus_id/85090340458,"Nowadays, online applications are moving to the cloud, and for delay-sensitive ones, the cloud is being extended with edge/fog domains. Emerging cloud platforms that tightly integrate compute and network resources enable novel services, such as versatile IoT (Internet of Things), augmented reality or Tactile Internet applications. Virtual infrastructure managers (VIMs), network controllers and upper-level orchestrators are in charge of managing these distributed resources. A key and challenging task of these orchestrators is to find the proper placement for software components of the services. As the basic variant of the related theoretical problem (Virtual Network Embedding) is known to be 
                        NP
                     -hard, heuristic solutions and approximations can be addressed. In this paper, we propose two architecture options together with proof-of-concept prototypes and corresponding embedding algorithms, which enable the provisioning of delay-sensitive IoT applications. On the one hand, we extend the VIM itself with network-awareness, typically not available in today's VIMs. On the other hand, we propose a multi-layer orchestration system where an orchestrator is added on top of VIMs and network controllers to integrate different resource domains. We argue that the large-scale performance and feasibility of the proposals can only be evaluated with complete prototypes, including all relevant components. Therefore, we implemented fully-fledged solutions and conducted large-scale experiments to reveal the scalability characteristics of both approaches. We found that our VIM extension can be a valid option for single-provider setups encompassing even 100 edge domains (Points of Presence equipped with multiple servers) and serving a few hundreds of customers. Whereas, our multi-layer orchestration system showed better scaling characteristics in a wider range of scenarios at the cost of a more complex control plane including additional entities and novel APIs (Application Programming Interfaces).",augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
10.1016/j.comcom.2020.04.054,Journal,Computer Communications,scopus,2020-05-15,sciencedirect,Edge caching and computing in 5G for mobile augmented reality and haptic internet,https://api.elsevier.com/content/abstract/scopus_id/85084309752,"Deploying cache and computing resources in 5G mobile communication networks is considered an important way to reduce network transmission delay and redundant content transmission, improve content distribution efficiency and network computing processing capabilities. Through the construction of 5G user experience models for mobile augmented reality and tactile internet, the subjective expected experience of 5G users in mobile augmented reality applications is investigated. Based on the experimental results, the composition of mobile augmented reality, and the factors that affect 5G user, mobile 5G user experience model for augmented reality is as a design goal for mobile augmented reality. And research on mobile edge cloud computing powered by renewable energy. Based on the analysis of renewable energy, a 5G user computing task delay and power grid power consumption minimization model was established. It is decomposed into two sub-problems of computational resource allocation and task placement using alternating optimization. The sub-problems of computing tasks under renewable energy supply are obtained by solving the sub-problems. The experimental results show that the offload mode proposed in this paper is superior to the other two modes when the processing ratio before and after the task is less than 1, and the user contact frequency is greater than 0.0014. At the same time, it is obtained that the service node with higher mobility and larger computing power is allocated. The more workload, the more energy can be reduced in the network, thereby improving the performance of the system.",augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
10.1016/j.procs.2019.08.034,Conference Proceeding,Procedia Computer Science,scopus,2019-01-01,sciencedirect,Container based resource management for data processing on IoT gateways,https://api.elsevier.com/content/abstract/scopus_id/85074694343,"IoT is featured by its diversity and heterogeneity in terms of hardware and software components shaping its systems. This in turn burdens the process of deploying and updating hardware components and their corresponding software elements. Moreover, these devices are constantly generating data and sending them to central cloud platforms for advanced processing, with billions of devices are anticipated to be connected in the coming years, this will lead to impact the network performance. To alleviate this concern, a recent tendency is to process these data locally close to their sources at the network edge. However, edge devices are likely to be resource-constrained, which in some cases limits their abilities to perform processing tasks. This work falls within the efforts attempt to provide a solution to enable an effective management of resources at the edge devices, as well as, facilitating the deployment and update of heterogeneous software modules. The proposed solution relies on containers, a lightweight virtualization technology. It takes advantage of some containers concepts, especially the orchestration concept, to enable task forwarding and resource sharing between IoT gateway devices within the same cluster. Our experimentation has shown promising results and revealed the potential of existing virtualization platforms.",augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
10.1016/j.comnet.2018.06.006,Journal,Computer Networks,scopus,2018-09-04,sciencedirect,Optimal orchestration of virtual network functions,https://api.elsevier.com/content/abstract/scopus_id/85048725858,"The emergence of Network Functions Virtualization (NFV) is bringing a set of novel algorithmic challenges in the operation of communication networks. NFV introduces volatility in the management of network functions, which can be dynamically orchestrated, i.e., placed, resized, etc. Virtual Network Functions (VNFs) can belong to VNF chains, where nodes in a chain can serve multiple demands coming from the network edges. In this paper, we formally define the VNF placement and routing (VNF-PR) problem, proposing a versatile linear programming formulation that is able to accommodate specific features and constraints of NFV infrastructures, and that is substantially different from existing virtual network embedding formulations in the state of the art. We also design a math-heuristic able to scale with multiple objectives and large instances. By extensive simulations, we draw conclusions on the trade-off achievable between classical traffic engineering (TE) and NFV infrastructure efficiency goals, evaluating both Internet access and Virtual Private Network (VPN) demands. We do also quantitatively compare the performance of our VNF-PR heuristic with the classical Virtual Network Embedding (VNE) approach proposed for NFV orchestration, showing the computational differences, and how our approach can provide a more stable and closer-to-optimum solution.",augmented reality,'augmented reality' AND 'edge' AND 'orchestration' AND 'placement'
